id,script_name,filename,status,start_time,end_time,execution_time_seconds,input_record_count,output_record_count,channels,error_message
a629e387-55e0-4501-8d54-5d0788b4992b,forward_integration.py,sms_1124.csv,COMPLETE,2026-02-23 16:56:37,2026-02-23 16:56:37,0.009836,1000,990.0,sms,
b1fa370d-9e0e-442b-8518-4718d70cfff7,forward_integration.py,sms_1124.csv,failed,2026-02-24 14:27:18,2026-02-24 14:27:18,0.013081,1000,0.0,sms,[Errno 2] No such file or directory: 'sms_1124.csv'
b92d8309-9d33-4d90-8307-fc2aa0befe16,forward_integration.py,sms_1124.csv,failed,2026-02-24 14:29:20,2026-02-24 14:29:20,0.009277,1000,0.0,sms,[Errno 2] No such file or directory: 'sms_1124.csv'
1c978011-929b-42bb-927c-331e7969ea47,forward_integration.py,sms_1124.csv,failed,2026-02-24 14:29:58,2026-02-24 14:29:58,0.009129,1000,0.0,sms,[Errno 2] No such file or directory: 'sms_1124.csv'
883d7474-fa89-4846-add2-6edf9bb0e4c5,forward_integration.py,sms_1124.csv,failed,2026-02-24 14:32:19,2026-02-24 14:32:19,0.010985,1000,0.0,sms,[Errno 2] No such file or directory: 'sms_1124.csv'
ea2aa1c6-d532-4724-986b-58b07f493d1f,forward_integration.py,sms_1124.csv,failed,2026-02-24 14:33:18,2026-02-24 14:33:18,0.012219,1000,0.0,sms,[Errno 2] No such file or directory: 'sms_1124.csv'
f1e22ffc-ba88-46fe-86b8-ba85a85a43d9,forward_integration.py,sms_1124.csv,failed,2026-02-24 14:34:47,2026-02-24 14:34:47,0.010874,1000,0.0,sms,file not proper
48f1a650-d360-47a3-92cf-7d9078c1b9d8,forward_integration.py,sms_1124.csv,failed,2026-02-24 14:37:23,2026-02-24 14:37:23,0.010006,1000,0.0,sms,file not proper
6a9fd678-fa9a-4c1f-aa60-3a2dfdb00a5f,forward_integration.py,sms_1124.csv,failed,2026-02-24 14:37:41,2026-02-24 14:37:41,0.011646,1000,0.0,sms,file not proper
c0de6541-3859-4741-9d14-7e87bebef3ea,forward_integration.py,sms_1124.csv,failed,2026-02-24 14:38:08,2026-02-24 14:38:08,0.010742,1000,0.0,sms,file not proper
c28e8b03-3d82-4642-9429-e7e1afb0f5d5,forward_integration.py,sms_1124.csv,failed,2026-02-24 14:38:24,2026-02-24 14:38:24,0.011107,1000,0.0,sms,file not proper
fd2f0203-a19d-46f9-9112-f572275c527b,forward_integration.py,sms_1124.csv,failed,2026-02-24 14:38:52,2026-02-24 14:38:52,0.015778,1000,0.0,sms,file not proper
2cc98d57-4b87-4e86-a3b5-ea74c162a55d,forward_integration.py,sms_1124.csv,failed,2026-02-24 14:39:18,2026-02-24 14:39:18,0.013936,1000,0.0,sms,file not proper
ea831335-ef3e-4813-9af4-e5c45f432cc5,forward_integration.py,sms_1124.csv,failed,2026-02-24 14:39:46,2026-02-24 14:39:46,0.011953,1000,0.0,sms,file not proper
4cead5c8-1b12-4ee0-90d9-11b1a9b1a949,forward_integration.py,sms_1124.csv,failed,2026-02-24 14:40:24,2026-02-24 14:40:24,0.010166,1000,0.0,sms,'DataFrame' object has no attribute 'hea'
539224ff-8aaa-40e4-8336-1c861d0abb2d,forward_integration.py,sms_1124.csv,failed,2026-02-24 14:40:30,2026-02-24 14:40:30,0.01131,1000,0.0,sms,file not proper
id,script_name,filename,status,start_time,end_time,execution_time_seconds,input_record_count,output_record_count,channels,error_message
95cae94b-3b92-4835-ad6a-3dc27025e064,forward_integration.py,sms_1124.csv,failed,2026-02-24 18:31:45,2026-02-24 18:31:45,0.026848,1000,0,sms,file not proper
id,script_name,filename,status,start_time,end_time,execution_time_seconds,input_record_count,output_record_count,channels,error_message
8501ee44-28bc-4f50-83c7-6457d3b1fe6c,forward_integration.py,sms_1124.csv,COMPLETE,2026-02-25 13:49:02,2026-02-25 13:49:02,0.020272,1000,990,sms,
id,script_name,filename,status,start_time,end_time,execution_time_seconds,input_record_count,output_record_count,channels,error_message
